,Country,EdLevel,Experience,Salary
941,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",6,96381.0
942,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,53545.0
943,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,48190.0
949,Brazil,"Associate degree (A.A., A.S., etc.)",5,14303.0
955,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,56805.0
956,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,107090.0
959,United States of America,"Associate degree (A.A., A.S., etc.)",28,160000.0
961,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12,46439.0
963,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,148000.0
965,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,50678.0
967,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,63429.0
970,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,43448.0
971,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,74963.0
973,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,44633.0
976,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,104343.0
977,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,68276.0
981,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25,136481.0
982,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,52345.0
984,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,21810.0
985,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,25000.0
991,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,120000.0
992,United States of America,Some college/university study without earning a degree,19,120000.0
994,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,21418.0
995,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,44978.0
1003,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,58006.0
1004,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,91026.0
1006,Canada,Something else,7,68403.0
1010,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,61041.0
1011,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,119034.0
1012,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",3,107090.0
1013,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,19387.0
1017,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,58899.0
1021,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,5,57104.0
1022,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,35982.0
1023,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,91026.0
1024,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,10484.0
1025,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,171343.0
1026,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,53545.0
1029,Switzerland,"Associate degree (A.A., A.S., etc.)",5,57312.0
1034,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,170000.0
1042,India,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2,23131.0
1043,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31,150000.0
1048,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,80317.0
1056,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,148703.0
1067,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,159814.0
1073,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,78711.0
1074,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,92097.0
1084,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,73000.0
1088,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,72000.0
1094,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,88833.0
1095,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,47173.0
1097,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,74963.0
1103,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2,35340.0
1105,United States of America,"Associate degree (A.A., A.S., etc.)",Less than 1 year,50000.0
1106,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,107090.0
1107,United States of America,Some college/university study without earning a degree,5,40000.0
1109,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,22398.0
1110,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,59970.0
1112,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5,48190.0
1113,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,53545.0
1116,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,169000.0
1118,United States of America,Something else,5,110000.0
1119,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,128507.0
1121,other,Some college/university study without earning a degree,34,29702.0
1122,other,Some college/university study without earning a degree,6,19276.0
1124,other,Some college/university study without earning a degree,20,61041.0
1125,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,110216.0
1126,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,100000.0
1127,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,47548.0
1130,Sweden,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",11,57128.0
1131,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,128507.0
1132,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,102806.0
1133,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,148966.0
1134,United States of America,Some college/university study without earning a degree,23,110000.0
1135,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,13329.0
1136,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,16063.0
1140,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,165357.0
1142,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,125000.0
1143,Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",6,42836.0
1144,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,92545.0
1145,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,14540.0
1147,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,91026.0
1151,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,144571.0
1154,Spain,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",13,29985.0
1159,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,72821.0
1162,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,70634.0
1163,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,105517.0
1166,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,53545.0
1168,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,170000.0
1170,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,72821.0
1172,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,165324.0
1173,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,64254.0
1174,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,120000.0
1176,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,104948.0
1177,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,200000.0
1179,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,150000.0
1183,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,29000.0
1186,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,53314.0
1187,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,77062.0
1188,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,128507.0
1189,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,37481.0
1190,other,Some college/university study without earning a degree,15,57730.0
1191,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,163000.0
1195,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25,107090.0
1197,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,39623.0
1203,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,148792.0
1204,Spain,Something else,6,58899.0
1212,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,85672.0
1213,Switzerland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,137770.0
1214,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,81787.0
1217,Netherlands,"Associate degree (A.A., A.S., etc.)",8,89570.0
1220,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,118962.0
1222,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,51403.0
1225,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,130000.0
1226,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,98522.0
1228,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,69608.0
1230,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,69608.0
1231,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,49797.0
1232,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,52138.0
1234,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,81150.0
1235,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,90000.0
1237,other,Some college/university study without earning a degree,3,14698.0
1238,other,"Associate degree (A.A., A.S., etc.)",13,23504.0
1243,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,48190.0
1244,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,85672.0
1245,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,75177.0
1250,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,117931.0
1258,Italy,Some college/university study without earning a degree,15,69608.0
1261,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,74963.0
1264,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,12117.0
1269,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,34804.0
1271,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,96381.0
1275,United States of America,Some college/university study without earning a degree,11,150000.0
1276,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,70759.0
1282,Netherlands,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,91026.0
1285,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,66396.0
1286,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,100649.0
1297,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,48190.0
1298,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,92000.0
1300,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,15417.0
1304,Brazil,Some college/university study without earning a degree,15,17105.0
1305,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,104963.0
1308,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,132260.0
1309,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,70679.0
1310,United States of America,Some college/university study without earning a degree,6,72500.0
1311,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,74963.0
1312,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,44978.0
1316,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,120000.0
1321,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,21418.0
1322,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,139000.0
1325,Germany,Something else,3,58899.0
1329,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,37481.0
1331,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,38167.0
1336,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,55687.0
1337,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,53545.0
1342,Canada,"Associate degree (A.A., A.S., etc.)",12,118962.0
1344,Germany,Something else,10,40480.0
1345,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,121238.0
1348,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,64254.0
1351,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,165000.0
1363,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,69608.0
1364,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,69608.0
1368,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39,144000.0
1369,other,"Associate degree (A.A., A.S., etc.)",10,85041.0
1377,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22,160634.0
1378,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,185000.0
1379,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30,103743.0
1380,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,72843.0
1381,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,42836.0
1384,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,53545.0
1387,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,42836.0
1389,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,51403.0
1390,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,90062.0
1394,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,62069.0
1396,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,32000.0
1398,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,136552.0
1404,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,25228.0
1405,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,173793.0
1406,other,Some college/university study without earning a degree,12,90987.0
1409,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,39724.0
1410,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,72821.0
1414,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,64254.0
1418,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,57828.0
1419,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,100000.0
1420,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,11772.0
1424,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,26657.0
1427,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,32127.0
1428,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,74351.0
1430,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,54616.0
1434,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,68276.0
1435,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,15488.0
1438,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",36,128000.0
1441,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,69608.0
1445,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,117000.0
1446,United States of America,"Associate degree (A.A., A.S., etc.)",12,170000.0
1448,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,29985.0
1449,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,29004.0
1450,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,95928.0
1457,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,85000.0
1460,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,109231.0
1461,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,161000.0
1462,United States of America,"Associate degree (A.A., A.S., etc.)",15,135000.0
1465,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,64254.0
1472,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,73713.0
1474,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,105000.0
1475,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year,69147.0
1476,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,111373.0
1480,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,80317.0
1484,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,99311.0
1485,Norway,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31,77927.0
1486,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,55862.0
1491,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,85000.0
1493,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,85672.0
1495,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,172000.0
1497,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,81787.0
1506,United States of America,"Associate degree (A.A., A.S., etc.)",5,94000.0
1507,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,24345.0
1514,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,74963.0
1520,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",16,64254.0
1521,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,83364.0
1525,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,74963.0
1526,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,40082.0
1527,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,38552.0
1529,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,79556.0
1533,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,64254.0
1534,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29,200000.0
1535,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,74963.0
